,Year,Rating,Runtime(Mins),Total_Gross,Title
2062,1995,7.1,78,11.35,Balto
2063,1970,7.1,78,37.68,The AristoCats
2064,1963,7.1,79,22.18,The Sword in the Stone
2067,2019,7.0,97,60.72,Abominable
2068,2018,7.0,112,201.09,Ralph Breaks the Internet
2070,2015,7.0,88,130.18,The Peanuts Movie
2071,2012,7.0,92,56.0,ParaNorman
2072,2012,7.0,91,148.31,Hotel Transylvania
2073,2006,7.0,100,5.5,A Scanner Darkly
2074,1996,7.0,91,100.14,The Hunchback of Notre Dame
2075,1971,7.0,117,18.53,Bedknobs and Broomsticks
2076,2020,6.9,95,58.57,The Croods: A New Age
2077,2011,6.9,96,143.62,Rio
2078,2012,6.9,87,35.29,Frankenweenie
2079,2009,6.9,94,196.57,Ice Age: Dawn of the Dinosaurs
2080,2009,6.9,90,124.87,Cloudy with a Chance of Meatballs
2081,2005,6.9,86,193.6,Madagascar
2082,2000,6.9,89,50.86,The Road to El Dorado
2083,1995,6.9,78,35.35,A Goofy Movie
2084,1986,6.9,80,47.48,An American Tail
2085,1977,6.9,78,71.22,The Rescuers
2087,2019,6.8,118,543.64,The Lion King
2088,2016,6.8,87,72.68,Storks
2089,2019,6.8,103,477.37,Frozen II
2090,2012,6.8,95,216.39,Madagascar 3: Europe's Most Wanted
2091,2009,6.8,96,137.86,A Christmas Carol
2092,2014,6.8,92,111.51,Mr. Peabody & Sherman
2093,2014,6.8,96,50.84,The Boxtrolls
2094,2008,6.8,86,154.53,Horton Hears a Who!
2095,2006,6.8,91,195.33,Ice Age: The Meltdown
2096,2008,6.8,96,114.05,Bolt
2097,2007,6.8,95,97.82,Meet the Robinsons
2098,2003,6.8,85,85.34,Brother Bear
2099,1996,6.8,81,63.07,Beavis and Butt-Head Do America
2100,1990,6.8,77,27.93,The Rescuers Down Under
2101,1990,6.8,74,18.12,DuckTales the Movie: Treasure of the Lost Lamp
2102,2019,6.7,93,16.65,Missing Link
2103,2018,6.7,130,171.96,Mary Poppins Returns
2104,2017,6.7,102,152.9,Cars 3
2105,2017,6.7,108,84.41,Ferdinand
2106,2015,6.7,93,123.09,The Good Dinosaur
2107,2012,6.7,88,31.05,The Pirates! In an Adventure with Scientists!
2108,2007,6.7,85,58.87,Surf's Up
2109,2006,6.7,83,155.02,Over the Hedge
2110,2003,6.7,88,26.48,Sinbad: Legend of the Seven Seas
2111,1996,6.7,79,28.93,James and the Giant Peach
2112,1995,6.7,81,141.6,Pocahontas
2113,1989,6.7,84,27.1,All Dogs Go to Heaven
2114,2018,6.6,96,83.24,Smallfoot
2116,2015,6.6,89,169.7,Hotel Transylvania 2
2117,2015,6.6,94,177.4,Home
2118,2014,6.6,92,83.35,Penguins of Madagascar
2119,2008,6.6,89,180.01,Madagascar: Escape 2 Africa
2120,2011,6.6,90,149.26,Puss in Boots
2121,2006,6.6,91,73.66,Monster House
2122,2004,6.6,100,183.37,The Polar Express
2123,1998,6.6,83,90.76,Antz
2124,1988,6.6,74,74.15,Oliver & Company
2126,2016,6.5,87,368.38,The Secret Life of Pets
2127,2012,6.5,88,161.32,Ice Age: Continental Drift
2128,2005,6.5,80,51.39,Hoodwinked!
2129,1996,6.5,88,90.46,Space Jam
2130,1992,6.5,76,24.65,FernGully: The Last Rainforest
2131,2019,6.4,86,158.87,The Secret Life of Pets 2
2132,2015,6.4,91,336.05,Minions
2133,2013,6.4,96,83.03,Turbo
2134,2016,6.4,92,153.71,Trolls
2135,2012,6.4,86,214.03,The Lorax
2136,2006,6.4,108,198.0,Happy Feet
2137,2005,6.4,91,128.2,Robots
2138,2000,6.4,82,137.75,Dinosaur
2139,1994,6.4,93,9.77,The Swan Princess
2140,1991,6.4,75,22.17,An American Tail: Fievel Goes West
2141,2018,6.3,97,167.51,Hotel Transylvania 3: Summer Vacation
2142,2017,6.3,97,175.0,The Boss Baby
2143,2018,6.3,85,270.62,The Grinch
2144,2014,6.3,101,131.54,Rio 2
2145,2013,6.3,95,119.79,Cloudy with a Chance of Meatballs 2
2146,2010,6.3,95,238.37,Shrek Forever After
2147,2006,6.3,115,0.05,Gedo senki
2148,2017,6.2,89,264.62,Despicable Me 3
2149,2011,6.2,106,191.45,Cars 2
2150,1978,6.2,132,0.92,The Lord of the Rings
2151,2016,6.1,89,97.69,Sausage Party
2152,2008,6.1,93,50.88,The Tale of Despereaux
2153,2007,6.1,93,320.71,Shrek the Third
2154,2006,6.1,86,85.11,Open Season
2155,2007,6.1,91,126.63,Bee Movie
2157,2015,6.0,92,162.99,The SpongeBob Movie: Sponge Out of Water
2158,2009,6.0,91,42.09,Planet 51
2159,2006,6.0,94,15.13,Arthur et les Minimoys
2160,2004,6.0,90,160.86,Shark Tale
2161,2011,5.9,84,99.97,Gnomeo & Juliet
2162,2019,5.8,86,100.04,The Addams Family
2163,2011,5.8,117,64.01,Happy Feet Two
2164,2012,5.8,89,57.01,Escape from Planet Earth
2165,2006,5.8,88,28.14,The Ant Bully
2166,2003,5.8,93,20.99,Looney Tunes: Back in Action
2167,2014,5.7,85,64.25,The Nut Job
2168,2013,5.7,91,90.29,Planes
2169,2005,5.7,81,135.39,Chicken Little
2170,2016,5.6,94,64.06,Ice Age: Collision Course
2171,2020,5.6,93,2.19,Scoob!
2172,2006,5.6,90,72.78,Barnyard
2173,2002,5.5,77,64.96,Stuart Little 2
2174,2011,5.4,95,108.09,Hop
2175,2011,5.4,103,142.61,The Smurfs
2176,2013,5.3,105,71.02,The Smurfs 2
2178,2006,5.2,95,37.38,The Wild
2179,2009,5.1,88,119.44,G-Force
2180,2006,5.0,82,28.43,Garfield: A Tale of Two Kitties
2181,2004,5.0,80,75.37,Garfield
2183,2009,4.5,88,219.61,Alvin and the Chipmunks: The Squeakquel
2184,2011,4.3,87,133.11,Alvin and the Chipmunks: Chipwrecked
2185,2017,3.3,86,86.09,The Emoji Movie
2186,1966,8.8,161,6.1,"Il buono, il brutto, il cattivo"
2187,1968,8.5,165,5.32,Once Upon a Time in the West
2188,2012,8.4,165,162.81,Django Unchained
2189,1992,8.2,130,101.16,Unforgiven
2190,1965,8.2,132,15.0,Per qualche dollaro in più
2191,1948,8.2,126,5.01,The Treasure of the Sierra Madre
2192,1925,8.2,95,5.45,The Gold Rush
2194,1990,8.0,181,184.21,Dances with Wolves
2195,1959,8.0,141,12.54,Rio Bravo
2196,1952,8.0,85,9.45,High Noon
2198,2015,7.8,168,54.12,The Hateful Eight
2199,1976,7.8,135,31.8,The Outlaw Josey Wales
2202,2017,7.7,107,33.8,Wind River
2203,1974,7.7,93,119.5,Blazing Saddles
2204,2016,7.6,102,26.86,Hell or High Water
2205,2010,7.6,110,171.24,True Grit
2206,1971,7.6,120,8.2,McCabe & Mrs. Miller
2207,1971,7.6,157,0.7,Giù la testa
2208,1970,7.6,139,31.56,Little Big Man
2210,1953,7.6,118,20.0,Shane
2211,1995,7.5,121,1.04,Dead Man
2212,1994,7.5,133,66.64,Legends of the Fall
2213,1992,7.5,115,5.1,Of Mice and Men
2214,1972,7.5,108,47.74,Jeremiah Johnson
2215,1966,7.5,126,12.97,El Dorado
2217,1996,7.4,135,13.27,Lone Star
2218,1990,7.4,118,87.73,Back to the Future Part III
2219,1973,7.4,105,15.7,High Plains Drifter
2220,1969,7.4,128,31.13,True Grit
2223,2005,7.3,104,1.9,The Proposition
2224,2005,7.3,121,5.02,The Three Burials of Melquiades Estrada
2225,1985,7.3,115,41.41,Pale Rider
2226,1973,7.3,116,0.39,Il mio nome è Nessuno
2227,1954,7.3,102,9.4,Seven Brides for Seven Brothers
2228,2017,7.2,134,29.82,Hostiles
2229,1970,7.2,125,0.04,El Topo
2231,2015,7.0,119,2.02,The Dressmaker
2232,2015,7.0,123,37.45,The Longest Ride
2234,1970,7.0,116,11.5,Two Mules for Sister Sara
2236,2018,6.9,122,3.14,Les frères Sisters
2237,2002,6.9,92,2.0,Bubba Ho-Tep
2238,1999,6.9,101,2.06,Ravenous
2240,1991,6.8,113,124.03,City Slickers
2241,2005,6.7,107,17.04,The Devil's Rejects
2242,1998,6.7,169,75.38,The Horse Whisperer
2243,2014,6.6,122,2.43,The Homesman
2244,2008,6.6,165,49.55,Australia
2245,1992,6.6,140,58.88,Far and Away
2246,2003,6.5,137,26.9,The Missing
2247,1986,6.5,104,39.25,Three Amigos!
2248,2014,6.1,116,43.14,A Million Ways to Die in the West
2250,1999,4.9,106,113.81,Wild Wild West
2252,2010,4.7,81,10.54,Jonah Hex
2253,1972,9.2,175,134.97,The Godfather
2255,1974,9.0,202,57.3,The Godfather Part II
2256,1957,9.0,96,4.36,12 Angry Men
2258,1994,8.9,154,107.93,Pulp Fiction
2259,2002,8.6,130,7.56,Cidade de Deus
2260,1999,8.6,189,136.8,The Green Mile
2261,1995,8.6,127,100.13,Se7en
2262,1991,8.6,118,130.74,The Silence of the Lambs
2263,2006,8.5,151,132.38,The Departed
2264,1998,8.5,119,6.72,American History X
2265,1995,8.5,106,23.34,The Usual Suspects
2266,2019,8.4,122,335.45,Joker
2269,1957,8.4,116,8.18,Witness for the Prosecution
2272,1992,8.3,99,2.83,Reservoir Dogs
2273,1984,8.3,229,5.32,Once Upon a Time in America
2274,1983,8.3,170,45.6,Scarface
2275,1973,8.3,129,159.6,The Sting
2276,1971,8.3,136,6.21,A Clockwork Orange
2278,1944,8.3,107,5.72,Double Indemnity
2279,1931,8.3,117,0.03,M - Eine Stadt sucht einen Mörder
2280,2018,8.2,139,1.37,Andhadhun
2281,2015,8.2,163,0.74,Drishyam
2282,2007,8.2,122,74.28,No Country for Old Men
2283,2000,8.2,104,30.33,Snatch
2284,1997,8.2,138,64.62,L.A. Confidential
2285,1995,8.2,178,42.44,Casino
2286,1976,8.2,114,28.26,Taxi Driver
2287,1969,8.2,127,0.08,Z
2288,1954,8.2,105,0.01,Dial M for Murder
2289,1950,8.2,88,0.1,Rashômon
2290,2016,8.1,136,1.24,Pink
2291,2017,8.1,115,54.51,"Three Billboards Outside Ebbing, Missouri"
2292,2015,8.1,132,0.34,Talvar
2293,2014,8.1,99,59.1,The Grand Budapest Hotel
2294,2013,8.1,153,61.0,Prisoners
2296,2006,8.1,167,2.2,Rang De Basanti
2297,2003,8.1,131,0.01,Salinui chueok
2298,1998,8.1,117,17.5,The Big Lebowski
2299,1996,8.1,98,24.61,Fargo
2301,1995,8.1,98,0.31,La haine
2302,1988,8.1,142,0.28,Dom za vesanje
2303,1973,8.1,102,30.93,Paper Moon
2304,1967,8.1,127,16.22,Cool Hand Luke
2306,1955,8.1,118,0.06,Du rififi chez les hommes
2307,1954,8.1,108,9.6,On the Waterfront
2308,1955,8.1,117,1.09,Les diaboliques
2310,2013,8.0,144,1.08,Special Chabbis
2311,2008,8.0,120,141.32,Slumdog Millionaire
2312,2005,8.0,124,74.1,Sin City
2313,2003,8.0,178,1.53,Dogville
2314,1998,8.0,127,0.35,"Crna macka, beli macor"
2315,1994,8.0,102,0.6,Chung Hing sam lam
2316,1967,8.0,105,0.04,Le Samouraï
2317,1958,8.0,95,2.24,Touch of Evil
2319,1955,8.0,92,0.65,The Night of the Hunter
2322,1941,8.0,100,2.11,The Maltese Falcon
2323,2019,7.9,130,165.36,Knives Out
2324,2018,7.9,121,3.31,Manbiki kazoku
2325,2008,7.9,107,7.76,In Bruges
2326,2004,7.9,88,0.24,Bin-jip
2327,2003,7.9,138,90.14,Mystic River
2328,2000,7.9,114,1.22,Nueve reinas
2329,2000,7.9,140,4.18,Dancer in the Dark
2330,1994,7.9,102,2.2,Once Were Warriors
2331,1993,7.9,119,12.28,True Romance
2332,1993,7.9,144,36.95,Carlito's Way
2333,1993,7.9,180,4.5,Bound by Honor
2334,1987,7.9,119,76.27,The Untouchables
2335,1970,7.9,140,0.37,Le cercle rouge
2336,1958,7.9,91,0.11,Ascenseur pour l'échafaud
2338,1951,7.9,101,7.63,Strangers on a Train
2340,1946,7.9,114,6.54,The Big Sleep
2343,2019,7.8,118,1.86,Badla
2344,2014,7.8,117,32.38,Nightcrawler
2345,2013,7.8,131,0.09,La migliore offerta
2346,2011,7.8,157,0.14,Bir Zamanlar Anadolu'da
2347,2011,7.8,158,102.52,The Girl with the Dragon Tattoo
2348,2009,7.8,155,2.08,Un prophète
2349,2009,7.8,129,0.55,Madeo
2350,2009,7.8,152,10.1,Män som hatar kvinnor
2351,2004,7.8,112,54.58,Crash
2352,2002,7.8,109,0.18,Lilja 4-ever
2353,1993,7.8,121,17.27,A Bronx Tale
2354,1991,7.8,112,57.5,Boyz n the Hood
2355,1988,7.8,128,34.6,Mississippi Burning
2356,1982,7.8,109,2.5,The King of Comedy
2357,1973,7.8,143,16.06,The Day of the Jackal
2360,2006,7.7,101,0.33,This Is England
2361,2007,7.7,157,33.08,Zodiac
2362,2006,7.7,110,22.49,Lucky Number Slevin
2363,2005,7.7,94,0.0,Adams æbler
2364,2002,7.7,117,104.45,Road to Perdition
2365,2001,7.7,116,183.42,Ocean's Eleven
2366,2000,7.7,107,45.51,"O Brother, Where Art Thou?"
2367,1997,7.7,103,0.23,Hana-bi
2368,1996,7.7,129,56.12,Primal Fear
2369,1992,7.7,100,10.73,Glengarry Glen Ross
2370,1990,7.7,115,5.08,Miller's Crossing
2371,1986,7.7,107,1.44,Down by Law
2372,1986,7.7,120,8.55,Blue Velvet
2373,1960,7.7,90,0.34,À bout de souffle
2375,2014,7.6,133,0.53,Highway
2376,2014,7.6,140,1.09,Leviafan
2378,2007,7.6,100,17.11,Eastern Promises
2379,2006,7.6,129,88.51,Inside Man
2380,2007,7.6,114,20.3,Gone Baby Gone
2381,2004,7.6,90,0.01,Dead Man's Shoes
2382,2005,7.6,122,24.15,Lord of War
2383,2004,7.6,125,3.75,Vera Drake
2384,2003,7.6,111,0.24,Kontroll
2385,2003,7.6,124,16.29,21 Grams
2386,2000,7.6,147,124.12,Traffic
2387,2000,7.6,102,15.07,American Psycho
2390,1992,7.6,120,52.93,My Cousin Vinny
2391,1991,7.6,99,1.79,Delicatessen
2392,1990,7.6,162,66.67,The Godfather Part III
2393,1988,7.6,85,78.76,The Naked Gun: From the Files of Police Squad!
2394,1985,7.6,97,10.6,After Hours
2395,1984,7.6,99,2.15,Blood Simple
2396,1973,7.6,112,0.96,The Long Goodbye
2397,1964,7.6,95,0.04,Bande à part
2398,1961,7.6,153,43.66,West Side Story
2402,2018,7.5,85,0.21,Den skyldige
2404,2009,7.5,96,2.53,Sin nombre
2405,2010,7.5,125,92.19,The Town
2406,2007,7.5,99,5.48,Die Fälscher
2408,2005,7.5,115,0.21,Chinjeolhan geumjassi
2409,2006,7.5,147,2.22,Perfume: The Story of a Murderer
2410,2005,7.5,103,4.24,Kiss Kiss Bang Bang
2411,2006,7.5,131,6.18,Ne le dis à personne
2412,2003,7.5,99,3.43,Les invasions barbares
2413,2003,7.5,126,13.01,House of Sand and Fog
2414,2002,7.5,129,0.05,Boksuneun naui geot
2415,2003,7.5,130,19.59,The Life of David Gale
2416,2001,7.5,116,7.49,The Man Who Wasn't There
2417,2002,7.5,167,77.81,Gangs of New York
2418,1999,7.5,116,3.31,Ghost Dog: The Way of the Samurai
2419,1998,7.5,69,0.05,Following
2420,1998,7.5,121,16.31,A Simple Plan
2421,1997,7.5,154,39.67,Jackie Brown
2423,1996,7.5,147,49.1,Sleepers
2424,1995,7.5,122,39.39,Dead Man Walking
2425,1993,7.5,138,31.16,A Perfect World
2426,1993,7.5,97,27.9,Menace II Society
2427,1992,7.5,124,21.71,The Player
2428,1991,7.5,130,45.36,Thelma & Louise
2429,1989,7.5,110,0.37,Mystery Train
2430,1989,7.5,124,7.72,"The Cook, the Thief, His Wife & Her Lover"
2431,1988,7.5,108,63.49,A Fish Called Wanda
2434,1962,7.5,153,9.25,Lolita
2435,1947,7.5,87,0.01,The Lady from Shanghai
2436,2018,7.4,95,4.33,Blindspotting
2438,2018,7.4,133,29.72,The Hate U Give
2439,2014,7.4,102,3.59,Calvary
2440,2014,7.4,141,47.12,The Judge
2442,2008,7.4,104,0.04,Felon
2443,2006,7.4,92,17.51,Notes on a Scandal
2444,2004,7.4,101,6.52,Maria Full of Grace
2445,2005,7.4,109,0.34,Hooligans
2446,2004,7.4,106,5.21,La mala educación
2447,2001,7.4,131,35.93,In the Bedroom
2448,2000,7.4,118,45.01,Frequency
2449,1999,7.4,139,81.3,The Talented Mr. Ripley
2450,1998,7.4,134,14.1,Les Misérables
2451,1996,7.4,149,108.77,A Time to Kill
2453,1995,7.4,132,24.36,Dolores Claiborne
2454,1994,7.4,98,13.38,Bullets Over Broadway
2455,1992,7.4,95,0.21,C'est arrivé près de chez vous
2456,1988,7.4,110,42.04,Dirty Rotten Scoundrels
2457,1981,7.4,113,24.06,Body Heat
2458,1981,7.4,108,13.75,Blow Out
2460,1976,7.4,125,21.71,Marathon Man
2461,1975,7.4,117,41.51,Three Days of the Condor
2463,2017,7.3,143,16.79,Detroit
2464,2017,7.3,102,2.03,Good Time
2466,2021,7.3,134,86.1,Cruella
2467,2013,7.3,106,0.03,Starred Up
2468,2012,7.3,140,21.38,The Place Beyond the Pines
2469,2011,7.3,96,5.36,The Guard
2470,2009,7.3,147,5.43,Luftslottet som sprängdes
2471,2010,7.3,97,0.3,Four Lions
2472,2010,7.3,113,1.04,Animal Kingdom
2473,2011,7.3,118,58.01,The Lincoln Lawyer
2474,2007,7.3,120,28.48,Mr. Brooks
2475,2005,7.3,116,22.2,Hustle & Flow
2476,2003,7.3,116,36.91,Matchstick Men
2477,2002,7.3,97,8.11,Dirty Pretty Things
2478,2007,7.3,117,7.08,Before the Devil Knows You're Dead
2479,2002,7.3,97,0.75,Irréversible
2480,2000,7.3,89,6.95,Sexy Beast
2481,1998,7.3,121,22.91,Rounders
2482,1996,7.3,110,0.0,Pusher
2483,1996,7.3,109,3.8,Bound
2484,1994,7.3,89,2.88,Shallow Grave
2485,1991,7.3,128,79.1,Cape Fear
2486,1989,7.3,101,4.73,Drugstore Cowboy
2487,1987,7.3,126,43.85,Wall Street
2488,1987,7.3,94,22.85,Raising Arizona
2490,1974,7.3,128,0.07,Murder on the Orient Express
2492,2018,7.2,103,0.15,Dogman
2493,2015,7.2,103,17.47,Dope
2496,2013,7.2,138,150.12,American Hustle
2497,2012,7.2,140,2.71,Talaash
2498,2013,7.2,115,117.72,Now You See Me
2500,2010,7.2,128,15.54,The Ghost Writer
2501,2008,7.2,108,0.0,Nothing But the Truth
2502,2007,7.2,113,39.02,Fracture
2503,2007,7.2,121,6.78,In the Valley of Elah
2504,2005,7.2,95,2.91,Tsotsi
2505,2007,7.2,119,49.03,Michael Clayton
2506,2005,7.2,110,2.06,Brick
2507,2004,7.2,90,0.6,Mean Creek
2508,2002,7.2,113,170.69,Chicago
2509,2002,7.2,124,93.15,Red Dragon
2510,2001,7.2,100,13.1,Frailty
2511,2008,7.2,111,30.03,The Bank Job
2512,1999,7.2,102,16.84,Go
2513,1997,7.2,135,45.86,The Rainmaker
2514,1996,7.2,102,0.22,Sydney
2515,1992,7.2,112,62.55,The Crying Game
2516,1990,7.2,125,14.56,Wild at Heart
2517,1988,7.2,103,1.11,Heathers
2518,1986,7.2,120,8.62,Manhunter
2519,1985,7.2,94,14.64,Clue
2520,1984,7.2,90,20.5,Top Secret!
2522,1976,7.2,103,33.83,The Pink Panther Strikes Again
2523,1973,7.2,112,3.13,Mean Streets
2524,1969,7.2,85,0.72,Take the Money and Run
2527,2018,7.1,141,17.84,Bad Times at the El Royale
2529,2017,7.1,106,0.32,Aus dem Nichts
2530,2016,7.1,88,89.22,Don't Breathe
2531,2015,7.1,88,0.7,Tangerine
2533,2014,7.1,112,1.41,99 Homes
2534,2013,7.1,90,0.26,Blue Ruin
2535,2013,7.1,106,32.17,Side Effects
2536,2012,7.1,110,15.02,Seven Psychopaths
2541,2008,7.1,97,2.51,Frozen River
2542,2009,7.1,127,37.02,State of Play
2543,2003,7.1,81,1.23,Elephant
2545,2003,7.1,127,49.44,Runaway Jury
2547,2003,7.1,92,60.06,Bad Santa
2548,2002,7.1,105,10.46,Narc
2549,2002,7.1,81,46.57,Phone Booth
2550,1995,7.1,145,7.92,Strange Days
2551,1992,7.1,126,51.43,Sneakers
2552,1988,7.1,111,32.07,The Accused
2553,1983,7.1,94,2.49,Rumble Fish
2554,1983,7.1,91,25.6,The Outsiders
2555,1980,7.1,104,31.9,Dressed to Kill
2556,1971,7.1,114,17.44,Klute
2557,1964,7.1,130,7.0,Marnie
2558,2018,7.0,116,103.8,The Mule
2560,2018,7.0,110,0.77,Gräns
2561,2016,7.0,148,1.09,Rustom
2562,2015,7.0,95,3.22,Green Room
2563,2012,7.0,89,3.33,Robot & Frank
2564,2012,7.0,101,0.3,The Angels' Share
2565,2013,7.0,110,150.39,We're the Millers
2566,2014,7.0,106,10.72,The Drop
2567,2013,7.0,97,0.03,Filth
2568,2008,7.0,137,1.58,Gomorra
2570,2008,7.0,96,60.36,Burn After Reading
2571,2007,7.0,99,4.6,The Lookout
2572,2002,7.0,111,3.08,8 femmes
2573,2002,7.0,116,71.76,John Q
2574,2001,7.0,100,18.49,Super Troopers
2575,2002,7.0,97,0.77,Heaven
2576,2002,7.0,103,0.76,The Salton Sea
2577,2000,7.0,120,16.94,Boiler Room
2578,1998,7.0,123,37.56,Out of Sight
2579,1997,7.0,105,44.89,Cop Land
2580,1997,7.0,93,50.13,Breakdown
2581,1992,7.0,96,2.0,Bad Lieutenant
2582,1989,7.0,101,4.09,Átame!
2583,1975,7.0,113,41.83,The Return of the Pink Panther
2584,1973,7.0,97,7.92,Soylent Green
2585,1963,7.0,115,10.88,The Pink Panther
2587,2018,6.9,133,2.66,Todos lo saben
2588,2013,6.9,101,2.32,Trance
2589,2010,6.9,106,0.12,Trust
2590,2011,6.9,98,117.54,Horrible Bosses
2592,2010,6.9,122,11.54,The Conspirator
2593,2007,6.9,122,117.15,Ocean's Thirteen
2594,2006,6.9,100,0.52,A Guide to Recognizing Your Saints
2595,2000,6.9,106,0.63,Les rivières pourpres
2596,1999,6.9,89,3.19,The Limey
2597,1998,6.9,86,0.27,Taxi
2598,1997,6.9,106,1.69,Suicide Kings
2599,1996,6.9,91,0.56,Bottle Rocket
2600,1995,6.9,105,72.08,Get Shorty
2601,1991,6.9,85,86.93,The Naked Gun 2½: The Smell of Fear
2602,1990,6.9,103,2.55,King of New York
2603,1990,6.9,110,13.45,The Grifters
2604,1988,6.9,120,17.64,Frantic
2605,1987,6.9,102,34.37,Adventures in Babysitting
2606,1986,6.9,93,71.62,Ruthless People
2607,1985,6.9,98,50.61,Fletch
2610,2018,6.8,117,53.55,A Simple Favor
2612,2017,6.8,89,2.52,You Were Never Really Here
2614,2018,6.8,129,42.4,Widows
2615,2018,6.8,152,0.09,The House That Jack Built
2616,2013,6.8,117,0.37,Joe
2617,2014,6.8,122,17.24,A Most Wanted Man
2618,2013,6.8,116,2.27,The East
2619,2009,6.8,101,0.04,Defendor
2621,2009,6.8,105,0.72,Middle Men
2622,2007,6.8,105,80.21,Disturbia
2623,2008,6.8,123,81.16,21
2624,2005,6.8,99,1.62,Keeping Mum
2627,2005,6.8,130,1.99,Oliver Twist
2628,2004,6.8,98,6.58,Millions
2629,2002,6.8,112,96.4,Panic Room
2630,2001,6.8,124,19.72,The Pledge
2631,2001,6.8,131,165.09,Hannibal
2632,1999,6.8,113,69.3,The Thomas Crown Affair
2633,1996,6.8,102,0.3,Freeway
2634,1995,6.8,106,21.28,To Die For
2635,1994,6.8,95,7.88,Serial Mom
2636,1992,6.8,94,0.18,Romper Stomper
2637,1992,6.8,120,173.59,Home Alone 2: Lost in New York
2638,1991,6.8,107,38.02,Dead Again
2639,1989,6.8,103,46.91,"See No Evil, Hear No Evil"
2640,1989,6.8,113,58.57,Sea of Love
2641,1984,6.8,114,8.8,Body Double
2642,1983,6.8,99,63.5,Risky Business
2646,2014,6.7,107,3.32,Veronica Mars
2647,2016,6.7,120,7.22,Gold
2648,2009,6.7,100,0.17,The Disappearance of Alice Creed
2649,2010,6.7,93,0.05,The Perfect Host
2650,2014,6.7,109,0.41,Cold in July
2652,2007,6.7,95,0.03,The Air I Breathe
2653,2005,6.7,96,12.59,The Matador
2654,2003,6.7,102,10.11,Swimming Pool
2655,2002,6.7,101,0.41,Spun
2656,2001,6.7,103,7.5,The Curse of the Jade Scorpion
2657,2000,6.7,98,57.26,The Whole Nine Yards
2658,1999,6.7,142,19.28,Summer of Sam
2659,1999,6.7,118,66.52,The Bone Collector
2660,1999,6.7,108,63.84,Life
2661,1999,6.7,103,106.89,Analyze This
2662,1997,6.7,125,6.63,U Turn
2663,1998,6.7,111,8.84,Apt Pupil
2664,1995,6.7,115,0.53,Things to Do in Denver When You're Dead
2665,1994,6.7,119,92.12,The Client
2666,1993,6.7,117,2.4,Kalifornia
2668,1980,6.7,111,101.3,Stir Crazy
2670,2017,6.6,92,2.83,Thoroughbreds
2671,2018,6.6,95,115.25,Peter Rabbit
2672,2017,6.6,105,4.22,The Book of Henry
2673,2015,6.6,95,4.03,Irrational Man
2674,2017,6.6,96,45.02,Going in Style
2675,2013,6.6,117,159.58,The Heat
2676,2015,6.6,105,53.86,Focus
2677,2014,6.6,148,8.11,Inherent Vice
2679,2009,6.6,122,1.7,The Bad Lieutenant: Port of Call - New Orleans
2681,2007,6.6,85,0.49,Paranoid Park
2682,2008,6.6,111,2.2,Transsiberian
2683,2007,6.6,108,0.97,Cassandra's Dream
2685,2008,6.6,130,15.71,Pride and Glory
2686,2006,6.6,96,10.53,Scoop
2687,2005,6.6,108,36.02,Derailed
2688,2003,6.6,97,12.21,Confidence
2689,2000,6.6,94,17.07,Small Time Crooks
2690,1999,6.6,127,16.64,True Crime
2691,1998,6.6,108,29.75,Wild Things
2692,1998,6.6,107,67.64,A Perfect Murder
2693,1998,6.6,82,17.28,Half Baked
2694,1997,6.6,94,13.8,The Man Who Knew Too Little
2695,1997,6.6,155,25.08,Midnight in the Garden of Good and Evil
2696,1997,6.6,115,60.53,Kiss the Girls
2697,1993,6.6,141,100.77,The Pelican Brief
2698,2018,6.5,109,0.01,The Clovehitch Killer
2699,2017,6.5,122,11.96,"Roman J. Israel, Esq."
2700,2018,6.5,139,0.05,Under the Silver Lake
2701,2018,6.5,111,24.01,White Boy Rick
2702,2016,6.5,112,75.4,The Girl on the Train
2703,2017,6.5,114,102.83,Murder on the Orient Express
2705,2013,6.5,100,20.16,Homefront
2706,2016,6.5,98,41.01,Money Monster
2708,2012,6.5,88,0.04,Sightseers
2709,2018,6.5,106,159.34,Halloween
2711,2007,6.5,111,1.29,Funny Games
2712,2009,6.5,120,0.69,Fanboys
2713,2006,6.5,104,65.33,Step Up
2714,2004,6.5,125,125.54,Ocean's Twelve
2715,2003,6.5,105,40.91,Out of Time
2716,2001,6.5,123,41.58,Bandits
2717,2007,6.5,84,14.38,Awake
2718,2000,6.5,110,0.26,Under Suspicion
2719,1999,6.5,105,116.74,Double Jeopardy
2720,1999,6.5,123,36.66,8MM
2721,1996,6.5,89,20.11,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
2722,1994,6.5,83,51.13,Naked Gun 33 1/3: The Final Insult
2723,1991,6.5,109,23.56,Oscar
2724,1983,6.5,113,34.73,Psycho II
2727,2014,6.4,107,51.18,Muppets Most Wanted
2729,2012,6.4,90,0.32,Compliance
2730,2013,6.4,120,0.16,Horns
2731,2012,6.4,110,16.01,The Raven
2732,2012,6.4,95,3.3,Stand Up Guys
2735,2009,6.4,105,0.07,Leaves of Grass
2736,2015,6.4,137,1.21,Child 44
2737,2007,6.4,88,0.34,Sleuth
2738,2007,6.4,98,35.19,The Number 23
2739,2006,6.4,85,0.14,Unknown
2740,2005,6.4,113,158.12,The Longest Yard
2741,2005,6.4,128,72.71,The Interpreter
