,Year,Rating,Runtime(Mins),Total_Gross,Title
4275,2006,6.9,117,7.46,A Good Year
4276,2005,6.9,128,50.82,Syriana
4277,2003,6.9,108,31.04,Calendar Girls
4278,2003,6.9,101,8.24,The Cooler
4279,2002,6.9,98,4.68,Igby Goes Down
4280,2002,6.9,107,4.06,Secretary
4281,2001,6.9,152,27.81,The Majestic
4282,2002,6.9,127,75.6,The Rookie
4283,2000,6.9,92,8.29,Shadow of the Vampire
4284,1999,6.9,132,58.22,Bicentennial Man
4285,1999,6.9,162,75.53,Any Given Sunday
4286,1998,6.9,136,21.55,He Got Game
4287,1998,6.9,113,55.49,What Dreams May Come
4288,1998,6.9,118,1.05,Velvet Goldmine
4289,1996,6.9,108,25.81,That Thing You Do!
4290,1996,6.9,107,24.51,Fly Away Home
4291,1995,6.9,91,66.6,Babe
4292,1993,6.9,84,41.83,Homeward Bound: The Incredible Journey
4293,1991,6.9,115,2.54,Naked Lunch
4294,1991,6.9,102,59.85,My Girl
4295,1988,6.9,101,60.33,Scrooged
4296,1988,6.9,123,57.04,Beaches
4297,1987,6.9,119,156.65,Fatal Attraction
4298,1985,6.9,121,18.43,Ladyhawke
4299,1972,6.9,129,36.14,Ultimo tango a Parigi
4300,1971,6.9,102,11.8,Play Misty for Me
4301,1970,6.9,100,106.4,Love Story
4302,2018,6.8,98,2.41,Arctic
4303,2017,6.8,92,1.6,A Ghost Story
4305,2018,6.8,105,1.03,Wildlife
4307,2016,6.8,84,0.03,Under the Shadow
4308,2015,6.8,102,1.48,The Diary of a Teenage Girl
4310,2014,6.8,110,28.83,Draft Day
4311,2012,6.8,111,35.76,Trouble with the Curve
4312,2012,6.8,95,0.02,The First Time
4313,2013,6.8,99,1.7,Stoker
4314,2012,6.8,104,125.01,The Vow
4315,2011,6.8,106,75.66,Contagion
4316,2014,6.8,93,5.28,The Skeleton Twins
4317,2011,6.8,130,4.46,Anonymous
4318,2011,6.8,92,4.17,Goon
4319,2011,6.8,107,9.03,Salmon Fishing in the Yemen
4320,2010,6.8,113,31.18,The Debt
4321,2009,6.8,107,16.03,Adventureland
4322,2008,6.8,91,12.06,Sunshine Cleaning
4323,2007,6.8,122,9.74,Rendition
4324,2007,6.8,98,47.64,Dan in Real Life
4325,2011,6.8,139,13.3,The Tree of Life
4326,2007,6.8,101,0.97,The Hunting Party
4327,2014,6.8,95,0.04,Before We Go
4328,2006,6.8,99,52.33,The Lake House
4329,2004,6.8,77,0.42,Primer
4330,2004,6.8,99,120.91,50 First Dates
4331,2003,6.8,100,4.6,Thirteen
4332,2005,6.8,135,29.08,Rent
4333,2002,6.8,96,31.6,One Hour Photo
4334,2000,6.8,125,75.79,The Family Man
4335,2000,6.8,108,0.0,Ginger Snaps
4336,1999,6.8,121,16.64,Bringing Out the Dead
4337,1998,6.8,117,0.01,Idioterne
4338,1999,6.8,97,38.33,Cruel Intentions
4339,1998,6.8,125,91.14,Stepmom
4340,1997,6.8,137,1.4,Lolita
4341,1998,6.8,111,26.33,Great Expectations
4342,1998,6.8,108,26.53,Bulworth
4343,1996,6.8,110,38.62,The Ghost and the Darkness
4344,1995,6.8,114,65.0,The American President
4345,1993,6.8,105,126.53,Sleepless in Seattle
4346,1988,6.8,113,64.0,Working Girl
4347,1986,6.8,130,42.72,Heartbreak Ridge
4348,1985,6.8,91,127.87,Rocky IV
4349,1982,6.8,99,125.05,Rocky III
4350,1977,6.8,118,94.21,Saturday Night Fever
4355,2020,6.7,100,62.34,The Call of the Wild
4359,2016,6.7,97,31.02,Collateral Beauty
4361,2016,6.7,87,9.39,Popstar: Never Stop Never Stopping
4363,2014,6.7,84,3.12,Obvious Child
4364,2015,6.7,84,2.46,Mistress America
4365,2013,6.7,95,0.05,Jeune et jolie
4366,2014,6.7,124,1.81,Clouds of Sils Maria
4367,2012,6.7,198,3.05,Jab Tak Hai Jaan
4368,2016,6.7,127,87.24,Miss Peregrine's Home for Peculiar Children
4369,2012,6.7,97,0.32,Liberal Arts
4370,2011,6.7,90,1.57,Your Sister's Sister
4371,2011,6.7,102,1.99,Killer Joe
4372,2011,6.7,102,0.18,The Hunter
4373,2010,6.7,100,0.22,Happythankyoumoreplease
4374,2011,6.7,118,0.14,This Must Be the Place
4375,2014,6.7,107,50.47,If I Stay
4376,2012,6.7,101,6.62,Seeking a Friend for the End of the World
4377,2010,6.7,104,4.44,The Company Men
4378,2008,6.7,113,12.8,Rachel Getting Married
4379,2009,6.7,108,163.96,The Proposal
4380,2008,6.7,102,13.21,Ghost Town
4381,2007,6.7,106,3.57,The Jane Austen Book Club
4382,2007,6.7,96,4.43,2 Days in Paris
4383,2010,6.7,112,32.37,Love & Other Drugs
4384,2006,6.7,93,0.3,Fido
4385,2007,6.7,117,118.87,Hairspray
4386,2005,6.7,95,48.32,Just Like Heaven
4387,2005,6.7,90,0.67,Imagine Me & You
4388,2005,6.7,119,75.07,The Exorcism of Emily Rose
4389,2009,6.7,101,77.23,Where the Wild Things Are
4390,2005,6.7,118,4.28,Goal!
4391,2003,6.7,128,124.73,Something's Gotta Give
4392,2004,6.7,92,8.94,Saved!
4393,2003,6.7,113,43.61,Under the Tuscan Sun
4394,2002,6.7,112,32.54,Bend It Like Beckham
4395,2004,6.7,109,14.59,The Girl Next Door
4396,2002,6.7,124,52.8,Unfaithful
4397,2001,6.7,97,71.54,Bridget Jones's Diary
4398,2001,6.7,119,25.29,Sweet November
4399,2000,6.7,120,33.77,Where the Heart Is
4400,1999,6.7,85,2.21,But I'm a Cheerleader
4401,2000,6.7,126,30.7,The Legend of Bagger Vance
4402,1999,6.7,119,8.89,"Mystery, Alaska"
4403,1998,6.7,119,115.82,You've Got Mail
4404,1999,6.7,112,26.49,Blast from the Past
4405,2001,6.7,111,11.43,The Shipping News
4406,1998,6.7,114,78.69,City of Angels
4407,1998,6.7,99,11.88,Sliding Doors
4408,1998,6.7,143,38.97,Primary Colors
4409,1996,6.7,120,46.35,Romeo + Juliet
4410,1996,6.7,98,12.78,Marvin's Room
4411,1995,6.7,103,81.06,While You Were Sleeping
4412,1995,6.7,102,50.01,A Walk in the Clouds
4413,1995,6.7,100,27.4,Now and Then
4414,1995,6.7,90,0.3,Empire Records
4415,1994,6.7,97,22.15,Don Juan DeMarco
4416,1993,6.7,115,24.76,The Man Without a Face
4417,1992,6.7,99,18.47,Singles
4418,1992,6.7,110,88.04,The Hand That Rocks the Cradle
4419,1993,6.7,94,0.62,Cronos
4420,1991,6.7,108,43.0,Regarding Henry
4421,1991,6.7,95,28.86,L.A. Story
4422,1991,6.7,118,22.77,Frankie and Johnny
4423,1990,6.7,110,35.42,Mermaids
4424,1987,6.7,94,31.62,Can't Buy Me Love
4425,1986,6.7,97,40.47,Pretty in Pink
4426,1985,6.7,117,76.11,Cocoon
4427,1971,6.7,86,2.44,THX 1138
4431,2019,6.6,129,111.05,Glass
4432,2017,6.6,114,3.48,Disobedience
4433,2017,6.6,98,3.02,Ingrid Goes West
4434,2018,6.6,91,9.56,Midnight Sun
4436,2016,6.6,96,11.1,Café Society
4437,2015,6.6,111,42.65,Max
4438,2014,6.6,119,0.46,"Men, Women & Children"
4439,2014,6.6,106,3.59,Wish I Was Here
4440,2015,6.6,101,13.65,Burnt
4441,2013,6.6,124,0.33,Nymphomaniac: Vol. II
4442,2013,6.6,89,7.76,Bad Words
4443,2012,6.6,106,7.6,Promised Land
4444,2014,6.6,118,26.76,The Best of Me
4445,2013,6.6,120,2.01,The Immigrant
4446,2012,6.6,129,12.82,Anna Karenina
4447,2012,6.6,107,7.92,Arbitrage
4448,2011,6.6,86,3.41,Like Crazy
4449,2013,6.6,115,71.35,Safe Haven
4450,2013,6.6,109,93.05,Elysium
4451,2012,6.6,105,51.85,The Odd Life of Timothy Green
4452,2012,6.6,92,3.09,Celeste & Jesse Forever
4453,2014,6.6,103,34.29,This Is Where I Leave You
4454,2011,6.6,91,0.97,The Beaver
4456,2013,6.6,105,63.91,Last Vegas
4458,2008,6.6,90,31.49,Nick and Norah's Infinite Playlist
4459,2007,6.6,95,0.87,My Blueberry Nights
4460,2007,6.6,87,0.24,Chaos Theory
4461,2006,6.6,118,34.74,Take the Lead
4462,2006,6.6,130,103.37,Dreamgirls
4463,2005,6.6,107,21.84,A Lot Like Love
4464,2005,6.6,102,12.48,The Weather Man
4465,2009,6.6,135,43.82,The Lovely Bones
4466,2002,6.6,93,0.15,May
4467,2002,6.6,110,6.53,The Rules of Attraction
4468,2002,6.6,95,241.44,My Big Fat Greek Wedding
4469,2000,6.6,119,39.79,The Beach
4470,1999,6.6,137,35.17,For Love of the Game
4471,1998,6.6,128,66.31,The Parent Trap
4472,1998,6.6,115,56.7,A Civil Action
4473,1997,6.6,89,0.02,Gummo
4474,1996,6.6,120,22.2,Emma
4475,1995,6.6,109,36.47,"To Wong Foo Thanks for Everything, Julie Newmar"
4476,1995,6.6,111,38.9,French Kiss
4477,1994,6.6,99,20.98,Reality Bites
4478,1995,6.6,100,17.69,Heavyweights
4479,1986,6.6,117,14.3,The Mosquito Coast
4480,1984,6.6,107,80.04,Footloose
4481,1983,6.6,91,64.8,Mr. Mom
4482,1983,6.6,97,5.98,The Hunger
4483,1982,6.6,126,57.06,Annie
4484,1981,6.6,116,10.85,Victory
4485,1976,6.6,139,0.1,The Man Who Fell to Earth
4486,1972,6.6,89,0.69,Silent Running
4489,2019,6.5,103,35.15,Last Christmas
4491,2019,6.5,169,211.59,It Chapter Two
4493,2019,6.5,102,15.5,Late Night
4496,2016,6.5,111,18.71,The Choice
4498,2015,6.5,101,0.81,Sleeping with Other People
4499,2014,6.5,97,10.51,Magic in the Moonlight
4500,2015,6.5,122,33.08,The Second Best Exotic Marigold Hotel
4502,2014,6.5,90,0.01,Barefoot
4503,2013,6.5,90,24.48,Don Jon
4504,2013,6.5,96,0.44,Upstream Color
4505,2015,6.5,104,32.36,Entourage
4506,2011,6.5,83,1.43,The Art of Getting By
4507,2011,6.5,116,1.24,Take This Waltz
4508,2011,6.5,83,4.24,"Jeff, Who Lives at Home"
4509,2012,6.5,118,0.08,Byzantium
4510,2016,6.5,123,24.25,Bridget Jones's Baby
4511,2010,6.5,93,0.1,Last Night
4512,2010,6.5,95,100.54,Due Date
4513,2009,6.5,121,112.74,It's Complicated
4514,2010,6.5,129,32.75,Hereafter
4515,2010,6.5,107,31.01,Morning Glory
4517,2010,6.5,115,53.37,Life as We Know It
4518,2010,6.5,105,53.03,Letters to Juliet
4519,2009,6.5,108,0.4,Antichrist
4520,2009,6.5,90,15.28,Youth in Revolt
4521,2005,6.5,119,39.01,The Sisterhood of the Traveling Pants
4522,2005,6.5,112,11.29,Casanova
4523,2005,6.5,130,32.88,In Her Shoes
4524,2004,6.5,110,45.81,In Good Company
4525,2003,6.5,117,63.86,Mona Lisa Smile
4526,2002,6.5,98,66.82,Changing Lanes
4527,1999,6.5,106,52.89,Varsity Blues
4528,1999,6.5,126,34.1,Instinct
4529,1996,6.5,108,46.15,One Fine Day
4530,1994,6.5,97,144.83,The Santa Clause
4531,1994,6.5,112,33.68,Nell
4532,1994,6.5,114,17.19,Miracle on 34th Street
4533,1992,6.5,104,50.75,The Mighty Ducks
4534,1990,6.5,115,61.49,Flatliners
4537,2017,6.4,98,0.14,Ghost Stories
4539,2017,6.4,120,7.89,The Space Between Us
4540,2014,6.4,102,1.87,Cake
4541,2015,6.4,134,0.08,Il racconto dei racconti - Tale of Tales
4542,2016,6.4,90,14.01,Love & Friendship
4543,2014,6.4,114,1.17,Black Sea
4544,2017,6.4,112,30.35,The Mountain Between Us
4545,2015,6.4,125,1.98,A Bigger Splash
4546,2014,6.4,99,0.44,Laggies
4547,2012,6.4,112,1.06,Thanks for Sharing
4548,2012,6.4,99,35.07,Step Up Revolution
4549,2013,6.4,113,29.81,Grudge Match
4550,2011,6.4,90,24.81,Our Idiot Brother
4551,2012,6.4,95,54.33,The Woman in Black
4552,2010,6.4,97,2.71,Everything Must Go
4553,2010,6.4,94,0.24,Monsters
4554,2010,6.4,98,0.02,Stake Land
4555,2010,6.4,100,31.16,Charlie St. Cloud
4556,2012,6.4,125,5.13,The Company You Keep
4557,2009,6.4,96,1.47,The Joneses
4558,2010,6.4,119,39.44,Burlesque
4559,2008,6.4,92,2.93,Choke
4560,2009,6.4,129,93.95,He's Just Not That Into You
4562,2009,6.4,102,64.17,17 Again
4563,2013,6.4,112,42.93,Snitch
4564,2014,6.4,97,45.09,The Giver
4565,2006,6.4,115,11.6,The Last Kiss
4566,2007,6.4,97,11.04,In the Land of Women
4567,2006,6.4,107,137.36,Click
4568,2004,6.4,99,3.83,Melinda and Melinda
4569,2004,6.4,131,42.04,Spanglish
4570,2006,6.4,101,1.99,Shortbus
4571,2003,6.4,127,4.43,Beyond Borders
4572,2002,6.4,93,14.02,The Good Girl
4573,2001,6.4,106,40.22,Hard Ball
4574,2000,6.4,128,37.05,Keeping the Faith
4575,2001,6.4,104,74.08,Along Came a Spider
4576,2000,6.4,128,61.34,Rules of Engagement
4577,1999,6.4,93,163.48,Big Daddy
4578,1996,6.4,135,53.85,Tin Cup
4579,1996,6.4,123,104.64,Phenomenon
4580,1996,6.4,100,2.04,Crash
4581,1996,6.4,101,24.88,The Craft
4582,1994,6.4,101,37.8,It Could Happen to You
4583,1993,6.4,87,44.59,The Good Son
4584,1992,6.4,107,47.92,Single White Female
4585,1990,6.4,90,13.99,Lord of the Flies
4586,1989,6.4,122,43.86,Always
4587,1986,6.4,103,41.38,Peggy Sue Got Married
4588,1974,6.4,144,6.74,The Great Gatsby
4591,2017,6.3,93,10.58,The Beguiled
4592,2017,6.3,96,34.0,"Everything, Everything"
4594,2013,6.3,105,30.66,Delivery Man
4595,2013,6.3,137,1.02,Third Person
4597,2011,6.3,94,16.31,Young Adult
4598,2012,6.3,100,63.54,Hope Springs
4599,2010,6.3,97,1.77,Somewhere
4600,2012,6.3,109,0.1,Upside Down
4601,2010,6.3,91,7.46,Cyrus
4602,2009,6.3,146,51.86,Funny People
4603,2010,6.3,98,3.25,You Will Meet a Tall Dark Stranger
4606,2011,6.3,114,6.92,Take Me Home Tonight
4607,2007,6.3,104,43.11,No Reservations
4608,2014,6.3,96,0.01,A Long Way Down
4609,2006,6.3,103,26.87,Stick It
4610,2005,6.3,120,0.07,Tideland
4611,2005,6.3,123,26.84,Elizabethtown
4612,2005,6.3,103,60.06,The Family Stone
4613,2002,6.3,102,75.78,Barbershop
4614,2002,6.3,125,19.08,Hart's War
4615,2001,6.3,105,17.01,Rock Star
4616,1998,6.3,113,5.03,Celebrity
4617,1997,6.3,105,127.12,My Best Friend's Wedding
4618,1995,6.3,127,53.67,Sabrina
4619,1994,6.3,123,22.01,Frankenstein
4620,1992,6.3,102,55.96,Forever Young
4621,1991,6.3,104,54.83,Doc Hollywood
4622,1988,6.3,104,12.79,Mystic Pizza
4623,1985,6.3,110,37.8,St. Elmo's Fire
4625,2017,6.2,101,1.4,Wonder Wheel
4627,2016,6.2,109,3.02,Colossal
4628,2015,6.2,98,42.59,Krampus
4629,2017,6.2,122,115.17,Girls Trip
4631,2015,6.2,125,110.21,Trainwreck
4632,2017,6.2,132,57.39,The Shack
4633,2018,6.2,102,60.31,Blockers
4634,2013,6.2,100,0.75,Palo Alto
4635,2014,6.2,104,23.39,Endless Love
4636,2014,6.2,111,0.35,Maps to the Stars
4637,2013,6.2,112,0.32,Adoration
4639,2012,6.2,134,67.54,This Is 40
4640,2014,6.2,81,66.95,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
4641,2011,6.2,107,0.01,A Little Bit of Heaven
4643,2010,6.2,93,0.24,Frozen
4644,2010,6.2,94,64.0,Diary of a Wimpy Kid
4645,2012,6.2,124,28.84,The Five-Year Engagement
4647,2010,6.2,133,52.47,Wall Street: Money Never Sleeps
4648,2008,6.2,98,58.02,Step Up 2: The Streets
4649,2008,6.2,119,44.09,The Sisterhood of the Traveling Pants 2
4650,2007,6.2,108,11.89,Sydney White
4651,2008,6.2,103,1.59,"New York, I Love You"
4652,2007,6.2,106,25.93,The Nanny Diaries
4653,2006,6.2,115,37.44,Man of the Year
4654,2005,6.2,105,22.83,Prime
4655,2004,6.2,103,13.4,Alfie
4656,2004,6.2,106,57.89,Shall We Dance?
4657,2005,6.2,104,42.07,Fever Pitch
4658,2003,6.2,106,5.38,The Human Stain
4659,2004,6.2,102,25.27,Jersey Girl
4660,2002,6.2,82,41.03,Orange County
4661,2001,6.2,112,91.06,Save the Last Dance
4662,1999,6.2,126,52.88,Message in a Bottle
4663,1998,6.2,104,46.68,Practical Magic
4664,1996,6.2,97,20.75,Fear
4665,1994,6.2,125,65.01,Wolf
4666,1991,6.2,99,101.6,Sleeping with the Enemy
4667,1983,6.2,95,94.9,Flashdance
4668,2018,6.1,104,68.57,Book Club
4670,2015,6.1,96,3.59,We Are Your Friends
4671,2016,6.1,98,4.2,A Hologram for the King
4672,2013,6.1,90,0.34,Drinking Buddies
4673,2014,6.1,108,4.4,Dear White People
4674,2012,6.1,110,113.72,Magic Mike
4675,2014,6.1,93,0.09,She's Funny That Way
4676,2011,6.1,107,7.25,Friends with Kids
4677,2011,6.1,110,0.2,10 Years
4678,2011,6.1,98,35.61,Larry Crowne
4679,2013,6.1,124,19.45,Beautiful Creatures
4681,2011,6.1,123,0.76,Coriolanus
4682,2010,6.1,107,4.22,Greenberg
4683,2010,6.1,107,42.4,Step Up 3D
4684,2008,6.1,98,0.02,Wild Child
4685,2010,6.1,101,27.76,The Switch
4686,2006,6.1,102,7.01,Bug
4687,2011,6.1,119,13.1,The Rum Diary
4688,2004,6.1,95,0.55,The Final Cut
4689,2003,6.1,92,36.92,Uptown Girls
4690,2002,6.1,117,9.68,S1m0ne
4691,2001,6.1,109,13.73,The Tailor of Panama
4692,2000,6.1,103,37.17,28 Days
4693,1999,6.1,122,22.36,Edtv
4694,1997,6.1,109,29.29,Fools Rush In
4695,1996,6.1,96,60.24,The Cable Guy
4696,1994,6.1,128,83.02,Disclosure
4697,1994,6.1,106,45.61,D2: The Mighty Ducks
4698,1987,6.1,102,167.78,3 Men and a Baby
4704,2015,6.0,101,0.03,Equals
4706,2015,6.0,98,0.12,Z for Zachariah
4707,2010,6.0,108,62.95,The Last Song
4708,2016,6.0,110,46.84,How to Be Single
4710,2008,6.0,97,41.85,Nights in Rodanthe
4711,2008,6.0,96,48.01,Nim's Island
4712,2005,6.0,98,24.38,Ice Princess
4713,2008,6.0,114,31.2,Leatherheads
4714,2004,6.0,119,37.49,Raising Helen
4715,2012,6.0,124,0.72,On the Road
4716,2004,6.0,108,40.23,Bridget Jones: The Edge of Reason
4717,2001,6.0,114,70.84,Shallow Hal
4718,1999,6.0,107,55.47,Never Been Kissed
4719,1999,6.0,124,8.41,Pushing Tin
4720,1998,6.0,114,60.05,Hope Floats
4721,1995,6.0,96,35.62,The Indian in the Cupboard
4722,1993,6.0,117,106.61,Indecent Proposal
4723,1993,6.0,112,77.7,Free Willy
4724,2014,5.9,112,14.9,Step Up All In
4725,2014,5.9,125,128.0,Into the Woods
4726,2015,5.9,110,5.78,Victor Frankenstein
4727,2012,5.9,123,38.52,Rock of Ages
4730,2007,5.9,113,18.88,Georgia Rule
4731,2006,5.9,124,15.27,Catch and Release
4732,2004,5.9,86,14.16,Dirty Dancing: Havana Nights
4733,2002,5.9,118,56.4,Drumline
4734,2001,5.9,91,27.09,Joe Dirt
4735,2001,5.9,131,25.54,Captain Corelli's Mandolin
4736,1991,5.9,103,43.88,Drop Dead Fred
4737,1988,5.9,104,78.22,Cocktail
4738,1986,5.9,117,6.73,Nine 1/2 Weeks
4739,2017,5.8,97,27.02,Home Again
4742,2018,5.8,103,39.28,Second Act
4743,2013,5.8,100,35.27,Carrie
4744,2012,5.8,95,37.13,The Guilt Trip
4745,2012,5.8,112,0.59,To the Wonder
4746,2011,5.8,112,0.02,The Divide
4747,2017,5.8,87,3.61,Table 19
4748,2017,5.8,135,24.45,Downsizing
4749,2009,5.8,97,0.25,Spread
4750,2011,5.8,113,51.8,Footloose
4751,2009,5.8,118,24.0,Nine
4752,2010,5.8,103,61.98,The Wolfman
4753,2012,5.8,91,18.44,A Thousand Words
4754,2011,5.8,112,39.05,Something Borrowed
4756,2006,5.8,106,118.7,The Break-Up
4757,2006,5.8,88,13.37,Friends with Money
4758,2003,5.8,79,30.61,Open Water
4759,2003,5.8,105,35.99,What a Girl Wants
4761,1998,5.8,97,18.32,Babe: Pig in the City
4762,1998,5.8,93,16.57,54
4763,1996,5.8,113,58.62,Jack
4764,1980,5.8,104,58.85,The Blue Lagoon
4766,2019,5.7,90,29.21,Child's Play
4768,2013,5.7,108,18.0,Admission
4769,2012,5.7,110,41.15,What to Expect When You're Expecting
4771,2010,5.7,92,42.74,Death at a Funeral
4772,2008,5.7,145,152.65,Sex and the City
4773,2008,5.7,88,120.15,Four Christmases
4774,2002,5.7,104,40.39,Blue Crush
4775,2002,5.7,85,32.98,Friday After Next
4776,2000,5.7,100,60.79,Coyote Ugly
4777,1996,5.7,105,95.32,Michael
4778,1992,5.7,87,57.11,Beethoven
4779,1988,5.7,110,21.63,Short Circuit 2
4781,2016,5.6,118,32.46,Mother's Day
4782,2017,5.6,89,44.31,47 Meters Down
4783,2015,5.6,115,66.01,Magic Mike XXL
4784,2015,5.6,118,0.56,Knight of Cups
4785,2013,5.6,90,21.78,The Big Wedding
4786,2015,5.6,95,0.19,Maggie
4787,2012,5.6,106,64.94,Mirror Mirror
4788,2013,5.6,106,7.38,Paranoia
4790,2009,5.6,109,22.93,Love Happens
4791,2008,5.6,104,1.09,What Just Happened
4792,2000,5.6,103,37.75,Autumn in New York
4793,1992,5.6,117,70.1,Boomerang
4794,1990,5.6,125,15.69,The Bonfire of the Vanities
4795,2012,5.5,115,292.3,The Twilight Saga: Breaking Dawn - Part 2
4796,2012,5.5,101,31.61,House at the End of the Street
4797,2011,5.5,86,27.87,Beastly
4798,2008,5.5,104,79.37,The Day the Earth Stood Still
4799,2015,5.5,119,0.34,High-Rise
4800,2005,5.5,97,43.0,Rumor Has It...
4801,2003,5.5,136,33.72,Dreamcatcher
4802,2018,5.4,107,4.05,Replicas
4803,2015,5.4,91,10.21,Unfinished Business
4804,2010,5.4,105,1.8,Stone
4805,2010,5.4,121,30.21,How Do You Know
4806,2015,5.4,105,20.99,Aloha
4808,2007,5.4,115,61.36,Stomp the Yard
4809,1998,5.4,101,34.55,Jack Frost
4810,1999,5.4,109,10.67,The Astronaut's Wife
4811,1990,5.4,104,71.61,3 Men and a Little Lady
4814,2017,5.3,110,20.5,The Circle
4815,2019,5.3,105,12.14,After
4816,2014,5.3,118,85.91,Annie
4817,2011,5.3,111,48.48,The Dilemma
4818,2008,5.3,122,191.47,Twilight
4819,2003,5.3,94,30.31,Honey
4820,2002,5.3,105,94.01,Maid in Manhattan
4821,1990,5.3,104,40.95,Rocky V
4823,2007,5.2,92,217.33,Alvin and the Chipmunks
4824,2002,5.2,101,30.34,Queen of the Damned
4825,1997,5.2,96,54.97,Spawn
4827,1992,5.1,118,21.45,Toys
4828,2019,5.0,90,21.11,47 Meters Down: Uncaged
4829,2015,5.0,158,4.83,Dilwale
4830,2010,5.0,124,300.53,The Twilight Saga: Eclipse
4831,2009,5.0,108,68.26,Obsessed
4832,2020,5.0,105,2.39,After We Collided
4833,2008,5.0,91,64.51,The Happening
4834,1995,5.0,128,20.3,Showgirls
4835,1993,5.0,107,36.3,Sliver
4836,1990,5.0,90,17.37,The NeverEnding Story II: The Next Chapter
4837,2015,4.9,99,0.04,Knock Knock
4838,2011,4.9,117,281.29,The Twilight Saga: Breaking Dawn - Part 1
4839,2009,4.9,103,29.58,Did You Hear About the Morgans?
4840,2008,4.9,112,90.56,High School Musical 3: Senior Year
4842,2014,4.8,98,26.5,The Woman in Black 2: Angel of Death
4843,2004,4.8,102,14.38,Godsend
4844,2019,4.7,150,2.97,Bharat
4847,2011,4.7,127,0.3,In the Land of Blood and Honey
4848,2009,4.7,130,296.62,The Twilight Saga: New Moon
4849,2006,4.7,92,18.84,The Marine
4850,2014,4.6,113,60.76,God's Not Dead
4851,2001,4.6,116,32.72,Driven
4852,2018,4.5,105,100.41,Fifty Shades Freed
4853,2017,4.5,118,114.38,Fifty Shades Darker
4854,2010,4.5,146,95.35,Sex and the City 2
4855,2009,4.5,102,79.57,Hannah Montana: The Movie
4857,1994,4.5,107,8.91,The Next Karate Kid
4858,2012,4.3,97,0.05,LOL
4859,2015,4.1,125,166.17,Fifty Shades of Grey
4860,2004,3.8,95,40.07,You Got Served
4862,2003,3.6,99,0.56,The Room
4864,2011,3.5,89,38.54,Spy Kids 4: All the Time in the World
4865,2002,3.5,93,37.19,Crossroads
4872,1985,8.5,116,210.61,Back to the Future
4873,1964,8.4,95,0.28,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
4874,2001,8.3,122,33.23,Le fabuleux destin d'Amélie Poulain
4875,1952,8.3,103,8.82,Singin' in the Rain
4876,1975,8.2,91,1.23,Monty Python and the Holy Grail
4877,1959,8.2,121,25.0,Some Like It Hot
4879,1934,8.1,105,4.36,It Happened One Night
4882,1979,8.0,94,20.05,Life of Brian
4883,1977,8.0,93,39.2,Annie Hall
4884,1974,8.0,106,86.3,Young Frankenstein
4886,2004,7.9,99,13.54,Shaun of the Dead
4887,1984,7.9,82,4.74,This Is Spinal Tap
4888,1983,7.9,93,20.61,A Christmas Story
4890,2017,7.8,103,40.44,Paddington 2
4891,2012,7.8,126,0.17,Vicky Donor
4892,1989,7.8,108,118.5,Back to the Future Part II
4893,1986,7.8,103,70.14,Ferris Bueller's Day Off
4894,1972,7.8,102,0.2,Le charme discret de la bourgeoisie
4895,1964,7.8,139,102.27,Mary Poppins
4898,1935,7.8,96,2.54,A Night at the Opera
4900,2011,7.7,94,56.82,Midnight in Paris
4901,2009,7.7,100,277.32,The Hangover
4902,1999,7.7,89,10.82,Office Space
4903,1994,7.7,92,3.15,Clerks
4904,1990,7.7,103,285.76,Home Alone
4905,1987,7.7,84,5.92,Evil Dead II
4906,1985,7.7,82,10.63,The Purple Rose of Cairo
4907,1985,7.7,114,61.5,The Goonies
4908,1983,7.7,79,11.8,Zelig
4909,1980,7.7,88,83.4,Airplane!
4911,2014,7.6,86,3.33,What We Do in the Shadows
4912,2007,7.6,113,121.46,Superbad
4913,1998,7.6,80,4.07,Le dîner de cons
4914,1993,7.6,103,7.99,Dazed and Confused
4915,1979,7.6,95,76.66,The Muppet Movie
4916,1972,7.6,85,2.3,"Play It Again, Sam"
4917,1970,7.6,144,1.38,Kelly's Heroes
4918,1968,7.6,105,44.53,The Odd Couple
4920,2010,7.5,89,0.22,Tucker and Dale vs Evil
4921,1994,7.5,104,11.22,"The Adventures of Priscilla, Queen of the Desert"
4922,1992,7.5,104,0.24,Braindead
4923,1989,7.5,97,71.32,National Lampoon's Christmas Vacation
4924,1988,7.5,92,73.71,Beetle Juice
4925,1983,7.5,116,90.4,Trading Places
4926,1983,7.5,107,14.93,The Meaning of Life
4927,1981,7.5,97,30.57,An American Werewolf in London
4929,1967,7.5,88,0.11,The Producers
4930,1964,7.5,87,13.78,A Hard Day's Night
4931,1954,7.5,120,30.0,White Christmas
4932,2009,7.4,106,2.38,In the Loop
4933,2000,7.4,90,18.72,Best in Show
4934,1999,7.4,102,71.58,Galaxy Quest
4935,1996,7.4,84,2.92,Waiting for Guffman
4936,1992,7.4,81,11.5,Army of Darkness
4937,1987,7.4,88,14.79,Radio Days
4938,1984,7.4,84,10.6,Broadway Danny Rose
4939,1978,7.4,109,0.2,National Lampoon's Animal House
4940,1975,7.4,100,139.88,The Rocky Horror Picture Show
4943,2014,7.3,95,76.27,Paddington
4944,2007,7.3,90,8.58,Death at a Funeral
